1,7.139678,0,-0.545468,0
1,7.240117,0.08399422,-0.5454679,1.5
1,7.341959,0.3209732,-0.5454679,3
1,7.444384,0.7101756,-0.5454679,4.6
1,7.546387,1.198287,-0.5454679,5
1,7.649316,1.688516,-0.5454679,5
1,7.750925,2.178746,-0.5454679,5
1,7.851848,2.668975,-0.5454679,5
1,7.953119,2.615446,-0.5454679,1.4
1,8.055123,2.413485,-0.5454679,2.9
1,8.157962,2.063373,-0.5454679,4.4
1,8.25897,1.58682,-0.5454679,5
1,8.363005,0.9985453,-0.5454679,4.9
1,8.464117,0.5083159,-0.5454679,5
1,8.564747,0.01808663,-0.5454679,5
1,8.667254,-0.4819133,-0.1043279,6.4
1,9.03,-2.281914,0.6715086,5
1,9.1326,-2.781913,0.6613887,5
1,9.235076,-3.225423,0.5531688,3.9
1,9.340308,-3.536838,0.5204487,2
1,9.443357,-3.611359,0.5205234,0.3
1,9.5446,-3.490177,0.5205314,2
1,9.64525,-3.218693,0.5205323,3.3
1,9.745795,-2.798904,0.5205323,5
1,9.847292,-2.300858,0.8812923,6.5
1,9.950852,-1.800858,1.243953,6
1,10.05446,-1.300858,1.508512,5.5
1,10.15513,-0.8008583,1.674973,5.2
1,10.25652,-0.3008582,1.743333,5
1,10.35923,0.1991418,1.713593,5
1,10.45972,0.6991417,1.585753,5.3
1,10.56267,1.299142,1.302853,5.8
1,10.66459,1.799142,0.9591935,6.3
1,10.76571,2.299142,0.5174338,6.9
1,10.86818,2.799141,-0.02242585,7.7
1,10.97054,3.299141,-0.6603855,8.4
1,11.07147,3.721921,-0.5475379,5
1,11.1723,4.212151,-0.5456901,5
1,11.27249,4.71215,-0.10455,6.4
1,11.37307,5.21215,0.23849,5.9
1,11.47608,5.712149,0.4834301,5.4
1,11.57813,6.212149,0.6302703,5.1
1,11.67895,6.712148,0.6790105,5
1,11.78187,7.312148,0.6080066,5.1
1,11.88453,7.712147,0.4821907,5
1,11.98461,7.712147,0.4821907,5
1,12.08821,7.712147,0.4821907,5
1,12.18851,7.712147,0.4821907,5
1,12.2895,7.696002,0.4704187,0.8
1,12.39069,7.614486,0.3723187,1.9
1,12.49167,7.403021,0.1761187,3.7
1,12.5948,7.042846,-0.1181812,5.5
1,12.69538,6.556227,-0.5105811,6.6
1,12.79802,6.119456,-1.001081,6.4
1,12.90094,6.034544,-1.719173,6.6
1,13.00245,6.188024,-1.80629,2.5
1,13.10425,6.526915,-1.804389,4.1
1,13.20673,6.978793,-1.804184,4.3
1,13.30761,7.023678,-1.804163,1.1
1,13.40852,6.845896,-1.80416,2.6
1,13.50912,6.517405,-1.80416,4.1
1,13.60949,6.052565,-1.80416,5
1,13.71085,5.660381,-1.80416,0.2
1,13.81348,5.750193,-1.4434,4.5
1,13.91494,5.99251,-1.08074,4.6
1,14.01507,6.286659,-0.8161796,2.3
1,14.1181,6.187245,-0.6497194,2.2
1,14.22062,5.872421,-0.5794592,3.4
1,14.32086,5.444381,-0.6288191,4.9
1,14.42221,5.094964,-0.738939,0
1,14.52308,5.135264,-0.778179,1.2
1,14.62435,5.313035,-0.915519,3
1,14.72505,5.641916,-1.150959,4.8
1,14.82674,6.111354,-1.484499,6.2
1,14.92932,6.301522,-1.808827,0.8
1,15.03107,6.140584,-1.367687,4.7
1,15.13327,5.829637,-1.024647,4.9
1,15.23669,5.372108,-0.7797064,5.4
1,15.3382,5.099041,-0.6798303,5
1,15.44047,5.104098,-0.6798303,0
1,15.54058,5.104431,-0.6798303,0
1,15.64331,5.104467,-0.6798303,4.1
1,15.74441,5.10447,-0.6837543,0.2
1,15.84453,5.194977,-0.7622343,1.9
1,15.94521,5.434949,-0.9388143,3.7
1,16.04909,5.826167,-1.213494,5.6
1,16.15294,6.322779,-1.586274,6.5
1,16.25554,6.767834,-1.809837,4.6
1,16.3562,7.147457,-1.804769,3.1
1,16.45939,7.377153,-1.804225,1.5
1,0.6724212,0,-0.5454751,0
1,0.7755397,-0.06621166,-0.5454685,1.5
1,0.8770696,-0.2829024,-0.5454679,3.1
1,0.9785132,-0.6513447,-0.4293919,7.4
1,1.078612,-1.144824,0.09212812,6.9
1,1.17995,-1.644824,0.5155482,6.3
1,1.283461,-2.244824,0.8941603,5.7
1,1.384582,-2.744823,1.10176,5.3
1,1.487139,-3.222385,1.211261,4.3
1,1.587755,-3.346865,1.222661,0.9
1,1.689798,-3.178403,1.135961,2.7
1,1.790976,-2.922908,0.9511612,3
1,1.892637,-2.799663,0.6682614,3.3
1,1.994363,-2.822158,0.6796616,5.7
1,2.095023,-2.993252,1.181562,5.3
1,2.195923,-3.314293,1.585362,5.4
1,2.297594,-3.778284,1.891062,5.7
1,2.399761,-4.278284,2.098662,5.3
1,2.500202,-4.878284,2.21829,5
1,2.601817,-5.378283,2.21007,5
1,2.703675,-5.878283,2.10375,5.2
1,2.805171,-6.378282,1.899331,5.6
1,2.905577,-6.844243,1.773552,5
1,3.00706,-7.231313,1.778273,0.2
1,3.108977,-7.140123,1.778779,1.7
1,3.209776,-6.898621,1.778834,3.2
1,3.309964,-6.506869,1.778839,4.7
1,3.411746,-6.018472,1.77884,5
1,3.512376,-5.528243,1.77884,5
1,3.614818,-5.028244,2.31998,7.1
1,3.715731,-4.528244,2.76302,6.4
1,3.816334,-4.028244,3.10796,5.9
1,3.91915,-3.528245,3.3548,5.4
1,4.020047,-2.928246,3.521517,5.1
1,4.120484,-2.428246,3.552537,5
1,4.221272,-1.928246,3.485457,5.1
1,4.322223,-1.428246,3.320277,5.4
1,4.424303,-0.9282461,3.056997,5.8
1,4.525766,-0.4282461,2.695618,6.4
1,4.626464,0.07175392,2.236138,7.1
1,4.730288,0.5717539,1.678559,7.8
1,4.832067,1.071754,1.022879,8.6
1,4.93236,1.571754,0.2690994,9.4
1,5.034801,2.071754,-0.5827801,10.2
1,5.136279,2.473229,-0.5471087,5
1,5.238494,2.963458,-0.5456439,5
1,5.341475,3.551733,-0.5454798,4.9
