3.477882E-08,1
1.589066,0
3.091021,0
4.59812,1
5,0
5,0
5,0
5,0
5,0
3.89648,1
0.217062,1
1.732342,0
3.285331,1
4.782756,1
5,0
0.0471345,1
1.561002,0
3.064343,0
4.558933,1
5,0
5,0
4.384833,1
0.049344,1
1.592165,0
3.110867,0
4.638489,1
5,0
5,0
5,0
5,0
4.874966,1
3.289132,1
1.8329,0
0.3924165,1
1.958392,0
3.469749,1
4.988155,0
5,0
5,0
0,1
1.586686,0
1.162845,0
9.4176,1
10.52093,1
11.79053,1
4.617759,1
4.92152,0
0.0454005,1
1.502875,0
0,1
1.53239,0
3.055789,0
4.55968,1
5,0
3.003425E-08,1
8.197554,1
14.31022,1
20,1
20,1
0,1
1.51844,0
3.03185,0
0.002934029,1
1.587103,0
2.992103,0
4.652134,1
5,0
4.92152,0
7.450581E-09,1
1.549401,0
3.091421,0
4.597981,1
0,1
1.545462,0
2.997532,0
7.450581E-09,1
1.553545,0
0.005010037,1
1.531551,0
3.050599,0
4.495426,1
5,0
5,0
5,0
4.92152,0
0.0469755,1
1.554495,0
3.06795,0
4.541341,1
5,0
4.84304,1
0.002648185,1
1.578189,0
3.097617,0
4.602035,1
1.490116E-08,1
1.541027,0
1.380381,0
0.043815,1
1.574393,0
3.103016,0
4.505966,1
5,0
5,0
4.92152,0
0.0409845,1
1.581962,0
3.090365,0
4.453465,1
1.749796E-08,1
1.548711,0
6.746788E-08,1
1.540155,0
2.939636,0
4.643048,1
5,0
4.190952E-09,1
1.535042,0
0,1
1.510622,0
3.05334,0
4.41771,1
5,0
4.92152,0
5,0
5,0
4.84304,1
0,1
1.515404,0
7.450581E-09,1
1.447203,0
2.758217,0
1.490116E-08,1
0.0495975,1
3.477882E-08,1
1.589066,0
3.091021,0
4.59812,1
5,0
5,0
5,0
5,0
5,0
3.89648,1
0.217062,1
1.732342,0
3.285331,1
4.782756,1
5,0
0.0471345,1
1.561002,0
3.064343,0
4.558933,1
5,0
5,0
4.384833,1
0.049344,1
1.592165,0
3.110867,0
4.638489,1
5,0
5,0
5,0
5,0
4.874966,1
3.289132,1
1.8329,0
0.3924165,1
1.958392,0
3.469749,1
4.988155,0
5,0
5,0
0,1
1.586686,0
1.162845,0
9.4176,1
10.52093,1
11.79053,1
4.617759,1
4.92152,0
0.0454005,1
1.502875,0
0,1
1.53239,0
3.055789,0
4.55968,1
5,0
3.003425E-08,1
8.197554,1
14.31022,1
20,1
20,1
0,1
1.51844,0
3.03185,0
0.002934029,1
1.587103,0
2.992103,0
4.652134,1
5,0
4.92152,0
7.450581E-09,1
1.549401,0
3.091421,0
4.597981,1
0,1
1.545462,0
2.997532,0
7.450581E-09,1
1.553545,0
0.005010037,1
1.531551,0
3.050599,0
4.495426,1
5,0
5,0
5,0
4.92152,0
0.0469755,1
1.554495,0
3.06795,0
4.541341,1
5,0
4.84304,1
0.002648185,1
1.578189,0
3.097617,0
4.602035,1
1.490116E-08,1
1.541027,0
1.380381,0
0.043815,1
1.574393,0
3.103016,0
4.505966,1
5,0
5,0
4.92152,0
0.0409845,1
1.581962,0
3.090365,0
4.453465,1
1.749796E-08,1
1.548711,0
6.746788E-08,1
1.540155,0
2.939636,0
4.643048,1
5,0
4.190952E-09,1
1.535042,0
0,1
1.510622,0
3.05334,0
4.41771,1
5,0
4.92152,0
5,0
5,0
4.84304,1
0,1
1.515404,0
7.450581E-09,1
1.447203,0
2.758217,0
1.490116E-08,1
0.0495975,1
3.477882E-08,1
1.589066,0
3.091021,0
4.59812,1
5,0
5,0
5,0
5,0
5,0
3.89648,1
0.217062,1
1.732342,0
3.285331,1
4.782756,1
5,0
0.0471345,1
1.561002,0
3.064343,0
4.558933,1
5,0
5,0
4.384833,1
0.049344,1
1.592165,0
3.110867,0
4.638489,1
5,0
5,0
5,0
5,0
4.874966,1
3.289132,1
1.8329,0
0.3924165,1
1.958392,0
3.469749,1
4.988155,0
5,0
5,0
0,1
1.586686,0
1.162845,0
9.4176,1
10.52093,1
11.79053,1
4.617759,1
4.92152,0
0.0454005,1
1.502875,0
0,1
1.53239,0
3.055789,0
4.55968,1
5,0
3.003425E-08,1
8.197554,1
14.31022,1
20,1
20,1
0,1
1.51844,0
3.03185,0
0.002934029,1
1.587103,0
2.992103,0
4.652134,1
5,0
4.92152,0
7.450581E-09,1
1.549401,0
3.091421,0
4.597981,1
0,1
1.545462,0
2.997532,0
7.450581E-09,1
1.553545,0
0.005010037,1
1.531551,0
3.050599,0
4.495426,1
5,0
5,0
5,0
4.92152,0
0.0469755,1
1.554495,0
3.06795,0
4.541341,1
5,0
4.84304,1
0.002648185,1
1.578189,0
3.097617,0
4.602035,1
1.490116E-08,1
1.541027,0
1.380381,0
0.043815,1
1.574393,0
3.103016,0
4.505966,1
5,0
5,0
4.92152,0
0.0409845,1
1.581962,0
3.090365,0
4.453465,1
1.749796E-08,1
1.548711,0
6.746788E-08,1
1.540155,0
2.939636,0
4.643048,1
5,0
4.190952E-09,1
1.535042,0
0,1
1.510622,0
3.05334,0
4.41771,1
5,0
4.92152,0
5,0
5,0
4.84304,1
0,1
1.515404,0
7.450581E-09,1
1.447203,0
2.758217,0
1.490116E-08,1
0.0495975,1
3.477882E-08,1
1.589066,0
3.091021,0
4.59812,1
5,0
5,0
5,0
5,0
5,0
3.89648,1
0.217062,1
1.732342,0
3.285331,1
4.782756,1
5,0
0.0471345,1
1.561002,0
3.064343,0
4.558933,1
5,0
5,0
4.384833,1
0.049344,1
1.592165,0
3.110867,0
4.638489,1
5,0
5,0
5,0
5,0
4.874966,1
3.289132,1
1.8329,0
0.3924165,1
1.958392,0
3.469749,1
4.988155,0
5,0
5,0
0,1
1.586686,0
1.162845,0
9.4176,1
10.52093,1
11.79053,1
4.617759,1
4.92152,0
0.0454005,17.71970754e-09,1
1.70063579,0
3.25056314,1
4.902293,1
1.49011612e-08,1
1.578162,0
3.107883,0
4.57036972,1
5.0,0
5.0,0
4.902293,1
4.902293,1
5.0,0
5.0,0
4.902293,1
7.450581e-09,1
0.5702436,1
3.15371418,0
4.6784296,1
5.0,0
4.25620031,1
2.56632185,1
1.03884184,0
0.0,1
1.53863692,0
3.067335,0
4.56795,1
5.0,0
5.0,0
5.0,0
4.902293,1
5.0,0
1.49011612e-08,1
1.547817,0
3.067926,0
4.50092268,1
4.902293,1
7.450581e-09,1
1.546242,0
3.07512569,0
4.3494215,1
5.0,0
5.0,0
5.0,0
5.0,0
5.0,0
4.902293,1
0.0,1
1.53356564,0
2.81444931,0
4.59266758,1
1.17653644,0
1.50800443,0
1.41477108,0
5.246404,1
0.00347615778,1
1.55454886,0
2.9708252,0
4.825296,1
5.44856071,1
4.71550369,1
1.98760581,0
3.70283937,1
4.19123459,1
1.49011612e-08,1
1.54449153,0
3.06853628,0
4.599871,1
5.0,0
5.0,0
6.237072e-09,1
4.046752,1
0.985978544,1
2.49429178,1
0.0,1
1.49613619,0
3.046224,0
4.66093826,1
11.0052023,1
10.1410923,1
4.506398,1
2.55680037,1
4.01902246,1
5.704675,1
7.4104023,1
8.3416,1
9.310661,1
10.1518841,1
11.0162516,1
5.003848,0
5.136711,1
5.52659035,1
6.01039839,1
6.60539961,1
0.0,1
0.0,1
0.786036432,1
3.15991259,0
4.645432,1
4.902293,1
4.26021671,1
2.74842644,0
1.19239378,0
0.0,1
1.4800725,0
3.13010454,0
4.712562,1
5.0,0
5.0,0
3.96676445,1
2.49475265,1
0.9776424,1
0.0,1
1.57947433,0
3.04728031,0
0.0,1
1.525119,0
3.08469439,0
4.474845,1
0.0,1
0.0,1
0.0,1
0.6470406,1
3.26480436,1
4.77362156,1
5.0,0
5.0,0
4.902293,1
5.0,0
5.0,0
0.0,1
1.48745716,0
2.99258685,0
4.45188427,1
5.0,0
5.0,0
4.902293,1
4.902293,1
4.902293,1
5.0,0
4.902293,1
0.0,1
1.36247241,0
2.95000482,0
4.41875553,1
5.0,0
4.902293,1
5.0,0
4.80458641,1
4.902293,1
0.0,1
1.52632058,0
3.13339376,0
4.419344,1
0.8164605,1
2.279652,0
3.96296978,1
5.0,0
5.0,0
4.902293,1
4.902293,1
4.902293,1
4.902293,1
4.902293,1
0.0,1
1.42222667,0
2.99268317,0
4.649787,1
5.0,0
4.902293,1
4.902293,1
4.902293,1
4.902293,1
4.902293,1
0.0,1
1.42371178,0
3.10134315,0
4.878153,1
4.902293,1
5.0,0
5.0,0
4.902293,1
4.902293,1
5.0,0
5.0,0
4.902293,1
5.0,0
4.902293,1
0.0,1
1.52745152,0
3.07030535,0
4.867721,1
5.0,0
4.902293,1
4.902293,1
5.0,0
5.0,0
4.902293,1
5.0,0
5.0,0
0.0,1
1.44173574,0
2.82159019,0
4.54928875,1
4.902293,1
5.0,0
4.902293,1
5.0,0
4.902293,1
4.80458641,1
5.0,0
5.0,0
4.902293,1
5.0,0
0.0,1
0.0,1
1.52827668,0
3.17542529,0
4.45601273,1
5.0,0
5.0,0
4.902293,1
5.0,0
5.0,0
4.902293,1
4.902293,1
0.0,1
1.62571359,0
3.14755344,0
0.0,1
0.7323216,1
3.19805264,0
4.780506,1
4.902293,1
4.902293,1
5.0,0
3.70001745,1
2.05005,0
0.4793656,1
0.0,1
0.8214501,1
3.480719,1
0.0,1
0.8469353,1
0.0,1
1.576422,0
3.094698,0
4.67955637,1
0.0,1
1.43172157,0
2.97844839,0
4.354001,1
4.902293,1
4.902293,1
5.0,0
4.902293,1
5.0,0
0.0,1
0.823469043,1
3.553314,1
4.902293,1
4.902293,1
4.902293,1
3.320091,1
1.75809753,0
0.4197124,1
0.0,1
1.5129782,0
3.124026,0
4.66938734,1
0.0,1
1.46847034,0
3.22106862,0
4.660898,1
5.0,0
4.902293,1
3.411022,1
1.93794072,0
0.3608602,1
0.0,1
1.57423234,0
2.95884466,0
4.450589,1
4.902293,1
4.00375462,1
2.51882434,1
1.00621676,0
0.0,1
1.50364053,0
3.03164887,0
4.493885,1
4.902293,1
4.902293,1
5.0,0
4.902293,1
5.0,0
4.902293,1
4.902293,1
4.902293,1
4.902293,1
3.33153319,1
1.86975646,0
0.393383145,1
0.0,1
1.62820208,0
3.09431124,0
4.75135231,1
0.0,1
1.46363115,0
2.84077358,0
1.91742325,0
3.801355,1
2.17570233,0
0.7198144,0
0.0,1
1.612944,0
2.896965,0
4.58007574,1
5.0,0
4.902293,1
0.0,1
1.49348569,0
3.07726216,0
4.399046,1
5.0,0
5.0,0
5.0,0
4.902293,1
4.902293,1
4.902293,1
5.0,0
4.902293,1
4.902293,1
0.0,1
1.67839515,0
3.016692,0
4.809298,1
5.0,0
4.902293,1
4.902293,1
5.0,0
4.902293,1
5.0,0
4.902293,1
5.0,0
4.902293,1
4.902293,1
5.0,0
0.0,1
1.5519315,0
3.10229087,0
4.14861059,1
4.902293,1
0.0,1
1.4567312,0
3.16324186,0
4.54247332,1
5.0,0
5.0,0
4.902293,1
5.0,0
4.902293,1
4.902293,1
4.902293,1
4.902293,1
5.0,0
4.80458641,1
0.0,1
1.71428251,0
3.1799643,0
4.879353,1
5.0,0
0.0,1
1.55592871,0
4.511466,1
5.0,0
5.0,0
4.27296734,1
2.64316154,0
1.12715065,1
0.0471059978,1
1.55925608,0
3.07241249,0
4.610233,1
5.0,0
5.0,0
10.4842682,1
8.021251,1
7.24502468,1
5.49858332,1
3.82345414,1
2.37329531,1
0.0,1
1.518417,0
3.04901814,0
4.582268,1
5.0,0
5.0,0
4.902293,1
11.0052023,1
10.1410923,1
9.300202,1
8.489437,1
7.71829128,1
6.999873,1
6.35209751,1
5.79868841,1
5.368906,1
5.094137,1
5.000004,0
5.09652472,1
5.44836044,1
5.90707541,1
6.48283672,1
7.14741373,1
7.87836266,1
7.875452,1
8.286168,1
0.425405055,1
0.049695,1
1.56928957,0
3.004881,0
4.641246,1
5.0,0
5.0,0
5.0,0
5.09532738,1
5.37116766,1
5.80183125,1
6.355924,1
7.004214,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
1.53032553,0
3.027651,0
4.533042,1
4.94268036,1
3.43129587,1
1.89515519,0
0.372064263,1
0.0,1
1.55803335,0
3.06694531,0
2.288021,1
0.0899310037,1
1.616427,0
3.12260771,0
10.6600418,1
9.970867,1
8.971818,1
8.175583,1
7.423714,1
6.731094,1
6.11787844,1
5.09636736,1
3.29822087,1
1.51808107,0
0.0,1
1.429251,0
2.9375298,0
3.10094333,0
1.57408738,0
0.0,1
1.42828643,0
2.944458,0
4.445649,1
4.90240526,1
3.40698218,1
1.84506941,0
0.333513379,1
0.0,1
1.54761577,0
3.072239,0
4.30472,1
2.77581358,0
1.24966717,0
0.0,1
1.52925742,0
3.07973719,0
2.93927169,0
1.324827,0
0.0,1
1.52129877,0
3.05053973,0
4.55268955,1
5.0,0
3.79524326,1
